Student_ID,Study_Hours_Per_Week,Quiz_Score,Assignments_Submitted,Attendance_Percentage,Previous_Grades,Recommended_Study_Material
13633,20.8,92.1,0,89.1,53.8,Advanced Topics
13634,14.9,80.3,3,88.4,51.9,Advanced Topics
13635,3.9,83.3,5,86.8,62.1,Advanced Topics
13636,16.9,53.8,4,97.4,72.5,Intermediate Practice
13637,12.3,87.6,1,93,74.1,Advanced Topics
13638,7.6,65.3,0,100,50.7,Time Management & Practice
13639,23.4,60.8,3,94.8,67.8,Intermediate Practice
13640,15.5,79.4,9,86.6,51.5,Advanced Topics
13641,13.5,78.7,4,82,69.1,Advanced Topics
13642,13,57.3,3,70.9,65.1,Intermediate Practice
13643,7.4,100,2,98.8,70.3,Advanced Topics
13644,8.5,97.2,9,90.7,57.1,Advanced Topics
13645,21.4,79.1,7,80.5,87,Advanced Topics
13646,12.6,76.5,5,88.1,96.9,Advanced Topics
13647,15.1,74.9,2,86.4,64.2,Advanced Topics
13648,4.8,46.8,5,84.1,57,Basic Concepts
13649,8.4,71.7,9,94.3,51.3,Advanced Topics
13650,18,71.5,7,69.5,48.6,Advanced Topics
13651,16.9,61.4,6,93.5,83,Intermediate Practice
13652,23.8,65.4,0,98.2,60.3,Intermediate Practice
13653,21.7,34.3,5,73.9,47.7,Basic Concepts
13654,13.8,53.5,0,65.4,50.4,Intermediate Practice
13655,17.4,83.8,3,89.7,49.1,Advanced Topics
13656,13.4,96,9,94.7,87,Advanced Topics
13657,25.3,55.8,2,76.2,89.3,Intermediate Practice
13658,20.7,72.7,6,71,64.5,Advanced Topics
13659,15.8,86.5,1,66.2,62.6,Advanced Topics
13660,16,62.2,3,95.8,36.3,Intermediate Practice
13661,22.2,80.1,4,84,46.3,Advanced Topics
13662,17.9,69.5,1,98,54.3,Intermediate Practice
13663,22.8,87.9,8,57.2,76.7,Advanced Topics
13664,4,50.8,1,85.8,100,Time Management & Practice
13665,17.3,53.4,5,96.1,79,Intermediate Practice
13666,12.4,74.2,7,75.6,65.4,Advanced Topics
13667,23.8,71.4,6,92.4,70.1,Advanced Topics
13668,22.7,69.2,5,74.5,69.5,Intermediate Practice
13669,15.2,78.6,7,75.5,62.8,Advanced Topics
13670,22.7,56,4,85.7,65.4,Intermediate Practice
13671,23.9,49.5,9,78.9,41.9,Basic Concepts
13672,15.4,62.5,8,98.7,56.7,Intermediate Practice
13673,27.4,64.2,1,85.1,61.7,Intermediate Practice
13674,14.8,65.7,5,99.1,51.1,Intermediate Practice
13675,13.9,89,9,91.7,70.8,Advanced Topics
13676,19.3,81.6,6,75.9,75.8,Advanced Topics
13677,13.2,78,8,87.2,87.2,Advanced Topics
13678,15.4,73.3,4,76.7,61.5,Advanced Topics
13679,22,63.5,5,96.5,39.4,Intermediate Practice
13680,15.1,57.2,8,99.6,91.8,Intermediate Practice
13681,6.5,52,9,67.7,53,Time Management & Practice
13682,16.8,59.6,5,90.7,98.6,Intermediate Practice
13683,11.5,69.4,0,97.1,90.8,Intermediate Practice
13684,19.3,52.7,3,93.9,62.7,Intermediate Practice
13685,18.5,72.5,3,84,63.2,Advanced Topics
13686,22.4,67.1,2,100,49.3,Intermediate Practice
13687,19.5,64,7,87.4,33.2,Intermediate Practice
13688,20.5,87.4,5,70.2,75.7,Advanced Topics
13689,11.7,33.1,6,91.9,65.3,Basic Concepts
13690,19,64.2,8,95.9,84.7,Intermediate Practice
13691,24.8,34.7,7,90.9,86.9,Basic Concepts
13692,11.6,73.6,2,87.1,40.9,Advanced Topics
13693,24,81.4,3,71.1,68.6,Advanced Topics
13694,12.3,49.7,0,68.5,99.8,Basic Concepts
13695,10.7,51.7,3,75.3,52.6,Intermediate Practice
13696,16.5,44.5,8,60.9,85.1,Basic Concepts
13697,18.6,71,4,100,73.1,Advanced Topics
13698,19.6,64.9,2,85.7,72.2,Intermediate Practice
13699,10.2,65.8,1,81.6,66.7,Intermediate Practice
13700,17.2,64.5,5,70.6,48.7,Intermediate Practice
13701,11.6,55.4,3,72.2,43.5,Intermediate Practice
13702,7.6,87,5,85.2,58,Advanced Topics
13703,10.4,74.1,2,82.1,50.8,Advanced Topics
13704,11.2,52.2,2,86.3,75.4,Intermediate Practice
13705,17.6,59.5,0,71.7,99.1,Intermediate Practice
13706,20.8,56.9,8,88.8,90.4,Intermediate Practice
13707,7.6,91.1,6,97.8,60.2,Advanced Topics
13708,16.8,80.7,8,82.1,85.2,Advanced Topics
13709,9.1,68.1,0,92.8,80.5,Time Management & Practice
13710,18.1,95.6,7,83.3,71.2,Advanced Topics
13711,11.9,91.8,1,81.2,93.2,Advanced Topics
13712,9.7,66.5,2,89.3,40.5,Time Management & Practice
13713,19,63.8,0,80.3,57.7,Intermediate Practice
13714,12.1,64.6,6,78.7,79.8,Intermediate Practice
13715,13.4,55.7,4,95.8,72.6,Intermediate Practice
13716,3.9,96,2,66.8,57.9,Advanced Topics
13717,19.7,54.9,3,85.9,47.3,Intermediate Practice
13718,19.1,83,9,74.4,45.3,Advanced Topics
13719,15,80.4,5,100,65.8,Advanced Topics
13720,7.4,65.4,5,94.1,78.5,Time Management & Practice
13721,21,97.2,1,97.8,87.4,Advanced Topics
13722,11.7,46.6,6,87,52.2,Basic Concepts
13723,12.7,68.8,1,91.3,63.7,Intermediate Practice
13724,26.6,62.7,8,87.1,53.7,Intermediate Practice
13725,11.5,84.4,1,79.4,74.5,Advanced Topics
13726,18.7,75.3,4,100,76.7,Advanced Topics
13727,17.8,44.1,7,92,54.7,Basic Concepts
13728,17,88.6,7,76.8,47.8,Advanced Topics
13729,16.4,77.3,3,69.3,94.3,Advanced Topics
13730,16.9,54.5,6,74.8,68.6,Intermediate Practice
13731,16.4,64.8,7,85.6,69.4,Intermediate Practice
13732,14.7,50.5,7,78.5,50.1,Intermediate Practice
13733,22.6,67.4,4,94.3,65.5,Intermediate Practice
13734,8.4,72.3,9,87.8,57.4,Advanced Topics
13735,20.1,65,1,82.5,59.1,Intermediate Practice
13736,19.1,63.2,1,85,53.6,Intermediate Practice
13737,18.5,45.8,4,83.8,85.1,Basic Concepts
13738,20.6,75.1,3,82.7,57.3,Advanced Topics
13739,14.5,41.1,3,88.9,80.8,Basic Concepts
13740,5.7,70.5,2,79.9,49.6,Advanced Topics
13741,14.6,43,8,73.3,88.9,Basic Concepts
13742,10,70.8,7,92.5,70.3,Advanced Topics
13743,11.3,69.9,3,77,77.9,Intermediate Practice
13744,8.8,76.1,6,97.4,42.6,Advanced Topics
13745,12.6,82.9,7,83.4,77.5,Advanced Topics
13746,12,85.7,5,80.5,100,Advanced Topics
13747,3.1,45.8,1,75.7,70.5,Basic Concepts
13748,18.5,69.1,7,81.9,100,Intermediate Practice
13749,26.1,100,2,88.5,40.9,Advanced Topics
13750,18,71.8,3,77.1,53.4,Advanced Topics
13751,14,57.5,3,92.4,74.3,Intermediate Practice
13752,14.7,68.8,6,73.9,53.4,Intermediate Practice
13753,12.9,64.2,7,94.1,100,Intermediate Practice
13754,15.5,52.4,8,86.1,52,Intermediate Practice
13755,14.8,83,0,80.5,79.2,Advanced Topics
13756,10.8,78.8,0,88.8,57.5,Advanced Topics
13757,23.4,50,6,100,38.5,Intermediate Practice
13758,7.6,68.6,3,96.5,65.8,Time Management & Practice
13759,18.6,61.5,9,88.6,62.7,Intermediate Practice
13760,14.5,46,7,94.4,74,Basic Concepts
13761,24.5,48.8,4,80.8,80.6,Basic Concepts
13762,16.7,51,0,78.7,57,Intermediate Practice
13763,13.2,69.1,1,92.1,80.9,Intermediate Practice
13764,13.8,63.1,9,87.4,68.7,Intermediate Practice
13765,15.2,55.6,2,82.1,55.3,Intermediate Practice
13766,9.3,64.1,1,93.1,57.6,Time Management & Practice
13767,11.2,81.2,8,85.4,68.3,Advanced Topics
13768,6.1,75.4,6,97.8,74.7,Advanced Topics
13769,10.4,85,1,63.9,66.2,Advanced Topics
13770,15.5,66.6,6,79.9,64.5,Intermediate Practice
13771,16.5,94,9,94.2,56.3,Advanced Topics
13772,5.1,75.2,0,100,68.9,Advanced Topics
13773,14.3,62.7,4,98.3,71.4,Intermediate Practice
13774,17.8,71.4,4,78.7,97,Advanced Topics
13775,14.2,51.3,8,97.7,53.5,Intermediate Practice
13776,11.8,65.4,3,66.9,87.2,Intermediate Practice
13777,12.9,76.4,3,75.8,79,Advanced Topics
13778,12.3,79.2,5,82.4,66,Advanced Topics
13779,11.8,63.8,1,89.5,96.2,Intermediate Practice
13780,15.9,100,9,75.2,66.3,Advanced Topics
13781,26.5,67.4,5,83.6,71.8,Intermediate Practice
13782,11.3,44.8,6,98.6,62.3,Basic Concepts
13783,13.4,88.2,3,73.3,77.9,Advanced Topics
13784,14.7,79.1,9,72.5,67.9,Advanced Topics
13785,11.6,73.5,8,77.1,54.4,Advanced Topics
13786,20.5,63,4,100,73.9,Intermediate Practice
13787,3.1,75.9,2,89.2,91.8,Advanced Topics
13788,12.3,94.3,8,76.4,58.9,Advanced Topics
13789,19.1,73,0,94.2,81,Advanced Topics
13790,13.5,47.9,7,66.6,58.9,Basic Concepts
13791,10.9,18.2,0,83.7,73.9,Basic Concepts
13792,17.2,75.8,9,86.3,76.1,Advanced Topics
13793,19.5,55.2,7,96.1,86.6,Intermediate Practice
13794,16.1,68.5,4,70.6,55.8,Intermediate Practice
13795,11,57.9,6,97.8,64.8,Intermediate Practice
13796,17.3,56.8,7,95.3,59.7,Intermediate Practice
13797,13,58.5,0,98.4,78.7,Intermediate Practice
13798,18.7,59.9,0,73,77.7,Intermediate Practice
13799,22.4,81.6,6,100,70.9,Advanced Topics
13800,2,78.6,0,66.2,66.9,Advanced Topics
13801,15.6,51.9,3,72.5,81.3,Intermediate Practice
13802,6.3,53.9,5,86.8,49.2,Time Management & Practice
13803,27.2,75.7,1,81.2,70.1,Advanced Topics
13804,12.7,85.8,9,71.6,83.4,Advanced Topics
13805,18.7,85.6,4,100,47.6,Advanced Topics
13806,14.8,55,9,68,61.8,Intermediate Practice
13807,11,84.8,9,67.6,61.2,Advanced Topics
13808,10.4,43.4,9,88.3,62,Basic Concepts
13809,22.9,67,5,84.5,94.6,Intermediate Practice
13810,19.8,77.3,4,70.4,36.3,Advanced Topics
13811,24.7,38.8,9,100,61.2,Basic Concepts
13812,15.3,100,7,86,76.1,Advanced Topics
13813,16.4,89.9,3,79.3,80.1,Advanced Topics
13814,13.7,79.7,7,85,83.9,Advanced Topics
13815,13.6,55.5,2,69.3,46.5,Intermediate Practice
13816,9.8,69,6,95.9,86,Time Management & Practice
13817,15.4,81.9,4,87.6,84.6,Advanced Topics
13818,11.1,53.2,4,82.5,56.3,Intermediate Practice
13819,17.2,67.3,5,85,54.3,Intermediate Practice
13820,15.9,83.7,4,76.1,49.9,Advanced Topics
13821,16.4,47.6,0,96.4,34.5,Basic Concepts
13822,23.4,75,8,78.5,97.9,Advanced Topics
13823,14.8,43.7,3,79.4,68.9,Basic Concepts
13824,18.8,55.8,4,87,41.2,Intermediate Practice
13825,25.3,62.4,0,64.9,34,Intermediate Practice
13826,21.5,77.7,2,90.5,53,Advanced Topics
13827,20.8,59.5,2,84.7,61.1,Intermediate Practice
13828,13.5,71.9,7,90.3,78.6,Advanced Topics
13829,16.1,59.7,7,82.6,83.4,Intermediate Practice
13830,8.4,62,8,76.6,72.1,Time Management & Practice
13831,17.5,88.8,9,86.1,68.9,Advanced Topics
13832,16.4,52.7,6,94.9,72.2,Intermediate Practice
13833,15.1,81.4,5,79.5,86.5,Advanced Topics
13834,20.1,70,7,93.3,69.1,Advanced Topics
13835,9,61.4,2,82,75.2,Time Management & Practice
13836,23.2,51.7,9,80.4,50.6,Intermediate Practice
13837,19.5,52.8,9,93.9,70.8,Intermediate Practice
13838,14.6,58.9,9,88.5,60.3,Intermediate Practice
13839,14.3,67.7,7,71.3,73.6,Intermediate Practice
13840,17.4,79.1,2,83,62.6,Advanced Topics
13841,22.6,65.5,1,73.4,73.5,Intermediate Practice
13842,15.5,66.5,8,90.3,56.1,Intermediate Practice
13843,15.7,68.7,0,75.9,52.7,Intermediate Practice
13844,15.1,77.2,9,86.6,55.5,Advanced Topics
13845,23.9,79.7,9,90.2,56.4,Advanced Topics
13846,13.2,49.2,1,90.3,72.4,Basic Concepts
13847,14.9,65.8,6,79.5,79.4,Intermediate Practice
13848,22.3,88.4,0,85.5,70,Advanced Topics
13849,15.7,50.3,4,78,69.7,Intermediate Practice
13850,20.7,71.1,8,80.8,69.7,Advanced Topics
13851,10.4,67.4,8,75.5,84.2,Intermediate Practice
13852,14,61.5,3,85.6,52.1,Intermediate Practice
13853,22.4,93.9,9,89.8,71.6,Advanced Topics
13854,11.6,70.6,1,76.6,70.5,Advanced Topics
13855,14.2,92.7,8,76.6,81.2,Advanced Topics
13856,16.3,70.1,3,100,56.1,Advanced Topics
13857,10.1,76.9,2,76.6,91.7,Advanced Topics
13858,12.9,61.3,2,92.2,66.4,Intermediate Practice
13859,15.6,61.5,6,95.1,49.7,Intermediate Practice
13860,15.2,76.1,1,87.8,60.2,Advanced Topics
13861,21.4,76.4,4,88.6,78.6,Advanced Topics
13862,22.7,79,1,85.7,65,Advanced Topics
13863,10.7,75.7,6,71.4,57.3,Advanced Topics
13864,15.6,50,6,95.7,88.6,Intermediate Practice
13865,18.4,57.9,2,80.5,76.4,Intermediate Practice
13866,22.6,82.7,2,93.3,64.5,Advanced Topics
13867,18.6,40.6,7,84.8,71.6,Basic Concepts
13868,16.5,74.4,6,89.8,81.5,Advanced Topics
13869,18.3,68.3,3,87.7,85.7,Intermediate Practice
13870,18.4,82.7,1,80.3,59.4,Advanced Topics
13871,10.4,76.2,2,92.9,79.3,Advanced Topics
13872,16,60,2,71.6,96.5,Intermediate Practice
13873,22.3,59.4,4,97.3,58.7,Intermediate Practice
13874,14,62.2,6,96,74,Intermediate Practice
13875,15.6,78.7,3,82.3,75.1,Advanced Topics
13876,13.8,35.5,0,87.5,65.7,Basic Concepts
13877,3.4,72.4,2,82.5,54.8,Advanced Topics
13878,15.1,56.8,2,76.7,54.8,Intermediate Practice
13879,16.5,72.9,0,84.1,64.9,Advanced Topics
13880,12.4,75.2,7,87.7,55.7,Advanced Topics
13881,9.2,45.1,3,98.3,46.9,Basic Concepts
13882,10.6,66.6,4,83,49.4,Intermediate Practice
13883,18.8,72.3,2,85.1,60.2,Advanced Topics
13884,24.9,71.3,3,98.1,65.3,Advanced Topics
13885,21.9,68.2,0,90.1,59.2,Intermediate Practice
13886,8.3,51.7,3,71,54.5,Time Management & Practice
13887,19.3,54,1,84.7,82.9,Intermediate Practice
13888,11.7,49.3,9,93.4,51.6,Basic Concepts
13889,12.1,78.3,5,100,68.3,Advanced Topics
13890,12.7,68.3,1,86.9,85.9,Intermediate Practice
13891,18.5,69.2,8,64.2,70,Intermediate Practice
13892,19.8,44.4,1,66.8,100,Basic Concepts
13893,14.5,69.5,3,78.1,75.4,Intermediate Practice
13894,14.6,79.5,3,75.5,64.4,Advanced Topics
13895,17.3,42.4,0,93.3,60.9,Basic Concepts
13896,17.8,62,6,100,78.5,Intermediate Practice
13897,20.9,46.4,0,92.8,77.1,Basic Concepts
13898,8.6,63.7,7,94.1,75.6,Time Management & Practice
13899,15.1,56.5,2,91.6,57.9,Intermediate Practice
13900,9.7,75.7,7,88.6,63.6,Advanced Topics
13901,14.7,72.5,7,77.4,47.1,Advanced Topics
13902,13.9,89.4,9,92.9,66.5,Advanced Topics
13903,14.8,69.2,9,81.3,73.3,Intermediate Practice
13904,11,75.1,4,93.3,57.9,Advanced Topics
13905,7.6,61.6,2,89.3,62.3,Time Management & Practice
13906,4.5,53.5,8,85,63.4,Time Management & Practice
13907,14.3,82.5,0,77.6,73.1,Advanced Topics
13908,12.8,88.6,0,84.3,50.5,Advanced Topics
13909,11.6,80.6,1,79.2,59.4,Advanced Topics
13910,21.6,72,9,67.7,48.6,Advanced Topics
13911,10.7,55.4,5,73.9,63.6,Intermediate Practice
13912,22.1,87.1,1,87.9,72.8,Advanced Topics
13913,23.1,78.7,3,59,75.7,Advanced Topics
13914,5.2,100,5,100,77.1,Advanced Topics
13915,15.5,52.7,1,80,60.9,Intermediate Practice
13916,13,82.9,3,93.6,83.3,Advanced Topics
13917,0.4,78.2,6,63.4,95.8,Advanced Topics
13918,7.8,64.9,0,75.2,64.3,Time Management & Practice
13919,18.9,90.5,8,95.6,69.4,Advanced Topics
13920,25.1,76,9,89.2,64.1,Advanced Topics
13921,19.5,55.9,9,81,62.5,Intermediate Practice
13922,16.6,68.2,6,100,58.2,Intermediate Practice
13923,14.9,55.8,8,70.9,75.5,Intermediate Practice
13924,23.4,63,6,96,85.2,Intermediate Practice
13925,25.7,80.6,0,80.7,48.4,Advanced Topics
13926,12.1,84.8,6,76.5,76.8,Advanced Topics
13927,5,73.3,8,65.3,55.5,Advanced Topics
13928,4.5,58.7,7,66.8,73.7,Time Management & Practice
13929,21.6,75.7,3,86.4,73.1,Advanced Topics
13930,14.8,80.9,4,85.8,75.3,Advanced Topics
13931,15.9,40.4,2,77.4,72.4,Basic Concepts
13932,6,71.7,9,83,63.4,Advanced Topics
13933,11.2,67.1,9,83.5,65.5,Intermediate Practice
13934,13.5,84.3,1,80.3,88.4,Advanced Topics
13935,16,75.8,2,75,69.7,Advanced Topics
13936,13,77.3,6,90.3,77.1,Advanced Topics
13937,9.8,62.8,7,97.5,63.8,Time Management & Practice
13938,11.1,70,1,88.8,67.5,Advanced Topics
13939,21,84.2,8,89.4,83.7,Advanced Topics
13940,16.2,69,3,92.6,54.1,Intermediate Practice
13941,18.1,72.6,1,82.7,68.2,Advanced Topics
13942,10.5,47,6,78.6,65.5,Basic Concepts
13943,0.2,69,1,65.1,86.1,Time Management & Practice
13944,12.4,39.8,6,79.5,92.9,Basic Concepts
13945,10.7,62.3,7,78.7,78.9,Intermediate Practice
13946,16.7,71,8,74.5,89.5,Advanced Topics
13947,31.4,81.5,0,87.3,53,Advanced Topics
13948,18.5,55,1,83.1,27.3,Intermediate Practice
13949,28.7,75.6,1,89.3,74.3,Advanced Topics
13950,17.8,92,6,73.8,79.9,Advanced Topics
13951,11.9,60.4,5,69.8,62.6,Intermediate Practice
13952,16.7,46.8,8,91.7,59.3,Basic Concepts
13953,23.9,74.3,2,93.3,73,Advanced Topics
13954,24.1,52.1,7,76.6,88.9,Intermediate Practice
13955,12.1,57.7,4,81.4,72.9,Intermediate Practice
13956,16.3,83.9,4,87.7,82.1,Advanced Topics
13957,7.9,98.2,9,90.8,81.2,Advanced Topics
13958,19.1,55,4,67.4,76.1,Intermediate Practice
13959,22.8,58.9,7,94.8,85.8,Intermediate Practice
13960,15.2,63.4,6,71.7,58.8,Intermediate Practice
13961,11.7,61.8,6,71,59.2,Intermediate Practice
13962,16.8,99,3,80.9,59.5,Advanced Topics
13963,17.1,62,5,80.7,72.1,Intermediate Practice
13964,15.4,64.2,0,85.3,87.8,Intermediate Practice
13965,15.9,94.2,5,86.6,78.3,Advanced Topics
13966,14.1,78.7,4,100,30,Advanced Topics
13967,20,84.8,0,75.9,100,Advanced Topics
13968,18.7,56.4,0,95.6,75.3,Intermediate Practice
13969,10.1,62,2,70.2,87.1,Intermediate Practice
13970,9.9,54.4,3,72.6,75.5,Time Management & Practice
13971,13.7,82,0,75.6,48.7,Advanced Topics
13972,18.7,88.4,9,65.7,77.1,Advanced Topics
13973,15.7,61,6,89.5,51.2,Intermediate Practice
13974,11.8,64.5,1,97.2,74.2,Intermediate Practice
13975,16.3,65.2,3,94.1,76.4,Intermediate Practice
13976,13.3,46.8,8,69.6,84,Basic Concepts
13977,19.4,59.9,7,100,63.2,Intermediate Practice
13978,16.7,81.6,1,86.1,32.9,Advanced Topics
13979,13.4,56.9,8,100,65.6,Intermediate Practice
13980,16.2,71.4,0,83.6,78.9,Advanced Topics
13981,21.6,50.4,5,83.7,69.8,Intermediate Practice
13982,12.2,67.8,2,81.2,68.5,Intermediate Practice
13983,17,61.6,0,100,63.4,Intermediate Practice
13984,14.6,51.7,7,98.9,80.8,Intermediate Practice
13985,17.1,81.9,5,84.4,91.5,Advanced Topics
13986,11.7,82.7,3,81.8,66.7,Advanced Topics
13987,15.6,55.5,2,92.5,81,Intermediate Practice
13988,20.5,66.8,9,66.4,83.4,Intermediate Practice
13989,10.3,70.7,1,63.3,57.2,Advanced Topics
13990,8.4,42.8,4,74.6,55.9,Basic Concepts
13991,8.5,49,7,88.8,85.5,Basic Concepts
13992,9.1,89.3,7,95.6,57.9,Advanced Topics
13993,18,54,2,72.6,65,Intermediate Practice
13994,8,88.9,8,100,74.8,Advanced Topics
13995,13.5,49.8,9,79.6,55.1,Basic Concepts
13996,18.1,79.9,4,89.3,66.6,Advanced Topics
13997,17.1,65.3,6,79.6,74.1,Intermediate Practice
13998,13.1,67.4,8,83.8,40.8,Intermediate Practice
13999,16,97.8,6,100,70.3,Advanced Topics
14000,15.5,51.2,9,79.6,48.2,Intermediate Practice
14001,13.9,78.9,2,75.6,61.8,Advanced Topics
14002,13.9,78.3,1,91.7,66.3,Advanced Topics
14003,26.2,100,6,94.7,37.1,Advanced Topics
14004,19,53.8,9,69.9,63,Intermediate Practice
14005,27.4,60.6,7,88.7,46.8,Intermediate Practice
14006,12.5,82.2,3,90.4,46.7,Advanced Topics
14007,14.6,67,0,100,67.9,Intermediate Practice
14008,8.3,63.1,5,81,83.6,Time Management & Practice
14009,11,84.4,8,98.5,79.8,Advanced Topics
14010,24.5,66,3,86.6,58,Intermediate Practice
14011,12.4,56.6,2,82,51,Intermediate Practice
14012,24.6,80.9,5,77.6,65.3,Advanced Topics
14013,8.8,75.6,5,90,79.8,Advanced Topics
14014,9.7,65.3,3,73.3,75.1,Time Management & Practice
14015,13.3,64.6,6,74.1,53,Intermediate Practice
14016,14.7,56.3,1,91,61.6,Intermediate Practice
14017,19.6,80.9,0,100,56.6,Advanced Topics
14018,17.3,64.6,5,70.8,26.8,Intermediate Practice
14019,12.9,58.5,2,77.7,84.5,Intermediate Practice
14020,14.3,50.7,2,87.9,76.4,Intermediate Practice
14021,13.4,75.9,0,79.5,90.7,Advanced Topics
14022,10.4,62.4,1,66.2,88.6,Intermediate Practice
14023,10.6,39.8,2,76.5,70.7,Basic Concepts
14024,20.1,52,0,89.9,83.4,Intermediate Practice
14025,5.9,66.5,7,82.2,64.3,Time Management & Practice
14026,23.1,66.9,5,88.7,72.9,Intermediate Practice
14027,13.3,66.3,8,71.4,60.1,Intermediate Practice
14028,11.1,64.3,0,88.4,68.3,Intermediate Practice
14029,18.7,47.9,3,64,77,Basic Concepts
14030,22.4,56.9,3,92.8,77.8,Intermediate Practice
14031,20.6,87.8,4,98.7,33.6,Advanced Topics
14032,17.5,85.5,1,71.1,80.9,Advanced Topics
14033,20.4,78.7,0,79.3,50,Advanced Topics
14034,6.4,77.3,8,70.2,60.2,Advanced Topics
14035,12.4,83.6,4,85.9,41.7,Advanced Topics
14036,10.4,53.2,7,86.5,58.3,Intermediate Practice
14037,21.1,70.5,2,71.6,88.9,Advanced Topics
14038,13.1,53.2,3,79.2,73.7,Intermediate Practice
14039,19.2,53.5,3,95.8,70.1,Intermediate Practice
14040,17.7,75.5,5,90.6,97.1,Advanced Topics
14041,10.7,84.2,3,87,57.4,Advanced Topics
14042,12.1,67.1,4,96,71.6,Intermediate Practice
14043,21.5,94.7,4,100,85.9,Advanced Topics
14044,11.1,73.2,7,86.4,81.7,Advanced Topics
14045,15.6,58.3,8,88.1,77.8,Intermediate Practice
14046,11.1,53.7,7,82.2,84.9,Intermediate Practice
14047,13.4,85.3,4,86.7,81.5,Advanced Topics
14048,14.8,71.9,5,77.9,77.7,Advanced Topics
14049,11.1,80.1,3,68.1,49.9,Advanced Topics
14050,10.2,30.1,1,93,69.1,Basic Concepts
14051,16.4,73.7,4,92,84.1,Advanced Topics
14052,10.8,62.3,0,85.7,57.8,Intermediate Practice
14053,10.9,49.1,0,86.3,57.7,Basic Concepts
14054,10.3,69.1,0,78,69,Intermediate Practice
14055,14.6,86.4,3,97,84.1,Advanced Topics
14056,19.7,100,4,72.9,55.8,Advanced Topics
14057,22.5,73.6,3,99.1,57.2,Advanced Topics
14058,11.4,59.4,5,90.8,40.3,Intermediate Practice
14059,25.8,58.5,1,87.9,56.1,Intermediate Practice
14060,10,84.4,4,88.5,79.8,Advanced Topics
14061,20.4,55,5,95.1,56,Intermediate Practice
14062,11.4,79.3,4,79.4,52.2,Advanced Topics
14063,10.6,74.4,5,92.9,62.6,Advanced Topics
14064,11.3,72.7,7,81,62.3,Advanced Topics
14065,14.7,46.5,1,89.7,80.1,Basic Concepts
14066,17.9,64.6,6,69.3,49.6,Intermediate Practice
14067,18.3,48.1,5,78.3,44.2,Basic Concepts
14068,10.3,61.2,9,100,84.8,Intermediate Practice
14069,10.1,83.8,7,98.3,75.4,Advanced Topics
14070,10.4,88.5,8,100,50,Advanced Topics
14071,14.4,73.2,7,96.4,85.2,Advanced Topics
14072,13.9,61.4,4,78.7,38.2,Intermediate Practice
14073,10.2,93.8,3,79.9,81.8,Advanced Topics
14074,16.3,61.2,2,94.9,84.9,Intermediate Practice
14075,26.3,53,9,95.8,90.8,Intermediate Practice
14076,12.5,80.4,8,98.9,50.1,Advanced Topics
14077,12.8,76.9,6,86.9,67.5,Advanced Topics
14078,17.8,61.9,0,84.4,45.8,Intermediate Practice
14079,12.2,71.5,2,97,89.3,Advanced Topics
14080,18.3,76.6,2,69.7,78,Advanced Topics
14081,11.4,73.1,5,83.3,69.3,Advanced Topics
14082,24.2,76.9,1,82.4,56.3,Advanced Topics
14083,16.7,62.4,3,82.5,64.7,Intermediate Practice
14084,11.9,77.9,1,98.3,68.5,Advanced Topics
14085,12.1,70.3,4,91.2,86,Advanced Topics
14086,12.4,62.9,3,86.2,78.7,Intermediate Practice
14087,21.9,66.3,3,69.7,63,Intermediate Practice
14088,8.7,68.5,3,73.7,56.2,Time Management & Practice
14089,11.7,48.3,3,93.1,74.8,Basic Concepts
14090,12.2,60.5,4,87.5,80.7,Intermediate Practice
14091,14.9,71,1,97.3,84.1,Advanced Topics
14092,13.6,49.7,5,77.9,55,Basic Concepts
14093,7.5,60.7,0,85.4,62.9,Time Management & Practice
14094,13,100,9,83.3,78.3,Advanced Topics
14095,14.5,53.1,1,93.9,58.8,Intermediate Practice
14096,11.9,64.2,2,100,72.2,Intermediate Practice
14097,18.4,57.5,1,79.4,69.9,Intermediate Practice
14098,19.6,68.2,2,64.6,58.4,Intermediate Practice
14099,14.6,57.8,7,89.9,88.7,Intermediate Practice
14100,16.2,66.4,2,89.1,67.5,Intermediate Practice
14101,4.2,59.2,9,66.8,57.2,Time Management & Practice
14102,12.9,85.8,0,75.1,82.1,Advanced Topics
14103,20,71.2,7,80.6,92.5,Advanced Topics
14104,12.9,55,7,96.4,69.2,Intermediate Practice
14105,11.3,82.6,6,74.7,55.8,Advanced Topics
14106,26.4,55.6,3,82.3,47.7,Intermediate Practice
14107,24.1,46.5,4,65.3,66.9,Basic Concepts
14108,17.3,70,9,89.9,100,Advanced Topics
14109,20.7,98.6,5,72.6,75.8,Advanced Topics
14110,3.9,42.6,5,100,57.6,Basic Concepts
14111,11.1,50,6,76.5,65,Intermediate Practice
14112,12.7,81.3,3,94.5,55.6,Advanced Topics
14113,13.8,60.4,7,90.4,72.4,Intermediate Practice
14114,12.6,79.2,1,76.3,44.6,Advanced Topics
14115,2.2,57.4,8,96.1,73.6,Time Management & Practice
14116,16.9,72.1,5,64.8,68.1,Advanced Topics
14117,17.7,96.2,0,84.7,91.7,Advanced Topics
14118,23,52.1,0,92.1,75.8,Intermediate Practice
14119,11.1,85.4,7,82.6,82.8,Advanced Topics
14120,10.6,80.2,9,73.6,79.1,Advanced Topics
